Epoch,Step,Precision,Recall,,Precision_AVERAGE,,,Recall_AVERAGE
237,600,0.701149438,0.610000014,,,,,
238,300,0.645161311,0.600000024,,,,,
238,600,0.670212763,0.629999995,,,,,
239,300,0.715909089,0.629999995,,,,,
239,600,0.711340226,0.689999998,,,,,
240,300,0.626373641,0.569999993,,,,,
240,600,0.600000014,0.50999999,,,,,
241,300,0.700934584,0.75,,,,,
241,600,0.655913989,0.610000014,,,,,
242,300,0.747126405,0.649999976,,,,,
242,600,0.563829758,0.529999971,,,,,
243,300,0.714285714,0.600000024,,,,,
243,600,0.73417723,0.579999983,,,,,
244,300,0.701030915,0.680000007,,,,,
244,600,0.659340667,0.600000024,,,,,
245,300,0.731707299,0.600000024,,,,,
245,600,0.721649495,0.699999988,,,,,
246,300,0.708333351,0.50999999,,,,,
246,600,0.680000007,0.680000007,,,,,
247,300,0.513157882,0.389999986,,,,,
247,600,0.781609199,0.680000007,,,,,
248,300,0.714285714,0.649999976,,,,,
248,600,0.737864089,0.75999999,,,,,
249,300,0.602272698,0.529999971,,,,,
249,600,0.627659548,0.589999974,,,,,
250,300,0.638297899,0.600000024,,,,,
250,600,0.572649579,0.670000017,,,,,
251,300,0.770833313,0.74000001,,,,,
251,600,0.626506014,0.519999981,,,,,
252,300,0.663461522,0.689999998,,,,,
252,600,0.608247415,0.589999974,,,,,
253,300,0.646017719,0.730000019,,,,,
253,600,0.808988755,0.720000029,,,,,
254,300,0.631067956,0.649999976,,,,,
254,600,0.735632163,0.639999986,,,,,
255,300,0.663636367,0.730000019,,,,,
255,600,0.472527467,0.430000007,,,,,
256,300,0.777777751,0.769999981,,,,,
256,600,0.663157898,0.629999995,,,,,
257,300,0.594202921,0.409999996,,,,,
257,600,0.616161625,0.610000014,,,,,
258,300,0.657894745,0.75,,,,,
258,600,0.747663568,0.800000012,,,,,
259,300,0.679012358,0.550000012,,,,,
259,600,0.721153831,0.75,,,,,
260,300,0.718181822,0.790000021,,,,,
260,600,0.623529404,0.529999971,,,,,
261,300,0.714285714,0.600000024,,,,,
261,600,0.567567556,0.629999995,,,,,
262,300,0.660714291,0.74000001,,,,,
262,600,0.654320999,0.529999971,,,,,
263,300,0.641025632,0.75,,,,,
263,600,0.657407398,0.709999979,,,,,
264,300,0.689320387,0.709999979,,,,,
264,600,0.729166671,0.699999988,,,,,
265,300,0.698275848,0.810000002,,,,,
265,600,0.784090911,0.689999998,,,,,
266,300,0.649484552,0.629999995,,,,,
266,600,0.63551403,0.680000007,,,,,
267,300,0.797619036,0.670000017,,,,,
267,600,0.567901222,0.460000008,,,,,
268,300,0.781609199,0.680000007,,,,,
268,600,0.663265309,0.649999976,,,,,
269,300,0.747663568,0.800000012,,,,,
269,600,0.714285714,0.649999976,,,,,
270,300,0.626262625,0.620000005,,,,,
270,600,0.623655891,0.579999983,,,,,
271,300,0.632183918,0.550000012,,,,,
271,600,0.689655196,0.600000024,,,,,
272,300,0.659090894,0.579999983,,,,,
272,600,0.71287128,0.720000029,,,,,
273,300,0.55913976,0.519999981,,,,,
273,600,0.628099177,0.75999999,,,,,
274,300,0.653846147,0.680000007,,,,,
274,600,0.656565666,0.649999976,,,,,
275,300,0.593750006,0.569999993,,,,,
275,600,0.74747475,0.74000001,,,,,
276,300,0.61702126,0.579999983,,,,,
276,600,0.717171732,0.709999979,,,,,
277,300,0.560000002,0.560000002,,,,,
277,600,0.714285714,0.600000024,,,,,
278,300,0.720000029,0.720000029,,,,,
278,600,0.64044944,0.569999993,,,,,
279,300,0.722222207,0.779999971,,,,,
279,600,0.694117645,0.589999974,,,,,
280,300,0.657534242,0.479999989,,,,,
280,600,0.692307712,0.629999995,,,,,
281,300,0.810126603,0.639999986,,,,,
281,600,0.711864416,0.839999974,,,,,
282,300,0.688888912,0.620000005,,,,,
282,600,0.789473694,0.75,,,,,
283,300,0.788888886,0.709999979,,,,,
283,600,0.589999974,0.589999974,,,,,
284,300,0.621951213,0.50999999,,,,,
284,600,0.66949154,0.790000021,,,,,
285,300,0.65625001,0.629999995,,,,,
285,600,0.71578949,0.680000007,,,,,
286,300,0.517241388,0.600000024,,,,,
286,600,0.626168244,0.670000017,,,,,
287,300,0.753424654,0.550000012,,,,,
287,600,0.687500005,0.550000012,,,,,
288,300,0.642857166,0.720000029,,,,,
288,600,0.760416656,0.730000019,,,,,
289,300,0.606382973,0.569999993,,,,,
289,600,0.633663358,0.639999986,,,,,
290,300,0.663043482,0.610000014,,,,,
290,600,0.777777785,0.699999988,,,,,
291,300,0.596330268,0.649999976,,,,,
291,600,0.711111114,0.639999986,,,,,
292,300,0.752688153,0.699999988,,,,,
292,600,0.699999988,0.699999988,,,,,
293,300,0.647619047,0.680000007,,,,,
293,600,0.74666667,0.560000002,,,,,
294,300,0.629999995,0.629999995,,,,,
294,600,0.670000017,0.670000017,,,,,
295,300,0.681318667,0.620000005,,,,,
295,600,0.708333357,0.680000007,,,,,
296,300,0.755319128,0.709999979,,,,,
296,600,0.659090894,0.579999983,,,,,
297,300,0.752688153,0.699999988,,,,,
297,600,0.606060624,0.600000024,,,,,
298,300,0.75675675,0.560000002,,,,,
298,600,0.61458332,0.589999974,,,,,
299,300,0.715909089,0.629999995,,,,,
299,600,0.644859815,0.689999998,,,,,
300,300,0.700000013,0.629999995,,,,,
300,600,0.593750006,0.569999993,,,,,
301,300,0.6025641,0.469999999,,,,,
301,600,0.636363632,0.769999981,,,,,
302,300,0.722222207,0.779999971,,,,,
302,600,0.669811299,0.709999979,,,,,
303,300,0.642857125,0.629999995,,,,,
303,600,0.701149438,0.610000014,,,,,
304,300,0.720000029,0.720000029,,,,,
304,600,0.714285706,0.75,,,,,
305,300,0.779220769,0.600000024,,,,,
305,600,0.616438374,0.449999988,,,,,
306,300,0.736842102,0.699999988,,,,,
306,600,0.788888886,0.709999979,,,,,
307,300,0.601626015,0.74000001,,,,,
307,600,0.623762377,0.629999995,,,,,
308,300,0.629629646,0.680000007,,,,,
308,600,0.721518959,0.569999993,,,,,
309,300,0.701923081,0.730000019,,,,,
309,600,0.779069774,0.670000017,,,,,
310,300,0.70930233,0.610000014,,,,,
310,600,0.70930233,0.610000014,,,,,
311,300,0.499999986,0.519999981,,,,,
311,600,0.626373641,0.569999993,,,,,
312,300,0.607476617,0.649999976,,,,,
312,600,0.579999983,0.579999983,,,,,
313,300,0.623655891,0.579999983,,,,,
313,600,0.689189167,0.50999999,,,,,
314,300,0.686274511,0.699999988,,,,,
314,600,0.68421051,0.519999981,,,,,
315,300,0.707070688,0.699999988,,,,,
315,600,0.776119424,0.519999981,,,,,
316,300,0.637362642,0.579999983,,,,,
316,600,0.65625001,0.629999995,,,,,
317,300,0.64044944,0.569999993,,,,,
317,600,0.723404265,0.680000007,,,,,
318,300,0.54901962,0.560000002,,,,,
318,600,0.663461522,0.689999998,,,,,
319,300,0.768421034,0.730000019,,,,,
